code,name,country,exchange,currency,type,market
PRU,Prudential Financial,Financials,NYSE,USD,Common Stock,us_500
PSA,Public Storage,Real Estate,NYSE,USD,Common Stock,us_500
PSX,Phillips 66,Energy,NYSE,USD,Common Stock,us_500
PVH,PVH Corp.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
PWR,Quanta Services Inc.,Industrials,NYSE,USD,Common Stock,us_500
PXD,Pioneer Natural Resources,Energy,NYSE,USD,Common Stock,us_500
PYPL,PayPal,Information Technology,NYSE,USD,Common Stock,us_500
QCOM,Qualcomm,Information Technology,NYSE,USD,Common Stock,us_500
QRVO,Qorvo,Information Technology,NYSE,USD,Common Stock,us_500
RCL,Royal Caribbean Group,Consumer Discretionary,NYSE,USD,Common Stock,us_500
RE,Everest Re Group Ltd.,Financials,NYSE,USD,Common Stock,us_500
REG,Regency Centers Corporation,Real Estate,NYSE,USD,Common Stock,us_500
REGN,Regeneron Pharmaceuticals,Health Care,NYSE,USD,Common Stock,us_500
RF,Regions Financial Corp.,Financials,NYSE,USD,Common Stock,us_500
RHI,Robert Half International,Industrials,NYSE,USD,Common Stock,us_500
RJF,Raymond James Financial,Financials,NYSE,USD,Common Stock,us_500
RL,Ralph Lauren Corporation,Consumer Discretionary,NYSE,USD,Common Stock,us_500
RMD,ResMed,Health Care,NYSE,USD,Common Stock,us_500
ROK,Rockwell Automation Inc.,Industrials,NYSE,USD,Common Stock,us_500
ROL,Rollins Inc.,Industrials,NYSE,USD,Common Stock,us_500
ROP,Roper Technologies,Industrials,NYSE,USD,Common Stock,us_500
ROST,Ross Stores,Consumer Discretionary,NYSE,USD,Common Stock,us_500
RSG,Republic Services Inc,Industrials,NYSE,USD,Common Stock,us_500
RTX,Raytheon Technologies,Industrials,NYSE,USD,Common Stock,us_500
SBAC,SBA Communications,Real Estate,NYSE,USD,Common Stock,us_500
SBUX,Starbucks Corp.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
SCHW,Charles Schwab Corporation,Financials,NYSE,USD,Common Stock,us_500
SEE,Sealed Air,Materials,NYSE,USD,Common Stock,us_500
SHW,Sherwin-Williams,Materials,NYSE,USD,Common Stock,us_500
SIVB,SVB Financial,Financials,NYSE,USD,Common Stock,us_500
SJM,JM Smucker,Consumer Staples,NYSE,USD,Common Stock,us_500
SLB,Schlumberger Ltd.,Energy,NYSE,USD,Common Stock,us_500
SLG,SL Green Realty,Real Estate,NYSE,USD,Common Stock,us_500
SNA,Snap-on,Industrials,NYSE,USD,Common Stock,us_500
SNPS,Synopsys Inc.,Information Technology,NYSE,USD,Common Stock,us_500
SO,Southern Company,Utilities,NYSE,USD,Common Stock,us_500
SPG,Simon Property Group Inc,Real Estate,NYSE,USD,Common Stock,us_500
SPGI,S&P Global Inc.,Financials,NYSE,USD,Common Stock,us_500
SRE,Sempra Energy,Utilities,NYSE,USD,Common Stock,us_500
STE,Steris,Health Care,NYSE,USD,Common Stock,us_500
STT,State Street Corp.,Financials,NYSE,USD,Common Stock,us_500
STX,Seagate Technology,Information Technology,NYSE,USD,Common Stock,us_500
STZ,Constellation Brands,Consumer Staples,NYSE,USD,Common Stock,us_500
SWK,Stanley Black & Decker,Industrials,NYSE,USD,Common Stock,us_500
SWKS,Skyworks Solutions,Information Technology,NYSE,USD,Common Stock,us_500
SYF,Synchrony Financial,Financials,NYSE,USD,Common Stock,us_500
SYK,Stryker Corp.,Health Care,NYSE,USD,Common Stock,us_500
SYY,Sysco Corp.,Consumer Staples,NYSE,USD,Common Stock,us_500
T,AT&T Inc.,Communication Services,NYSE,USD,Common Stock,us_500
TAP,Molson Coors Beverage Company,Consumer Staples,NYSE,USD,Common Stock,us_500
TDG,TransDigm Group,Industrials,NYSE,USD,Common Stock,us_500
TDY,Teledyne Technologies,Industrials,NYSE,USD,Common Stock,us_500
TEL,TE Connectivity Ltd.,Information Technology,NYSE,USD,Common Stock,us_500
TER,Teradyne,Information Technology,NYSE,USD,Common Stock,us_500
TFC,Truist Financial,Financials,NYSE,USD,Common Stock,us_500
TFX,Teleflex,Health Care,NYSE,USD,Common Stock,us_500
TGT,Target Corp.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
TJX,TJX Companies Inc.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
TMO,Thermo Fisher Scientific,Health Care,NYSE,USD,Common Stock,us_500
TMUS,T-Mobile US,Communication Services,NYSE,USD,Common Stock,us_500
TPR,Tapestry Inc.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
TRMB,Trimble Inc.,Information Technology,NYSE,USD,Common Stock,us_500
TROW,T. Rowe Price Group,Financials,NYSE,USD,Common Stock,us_500
TRV,The Travelers Companies,Financials,NYSE,USD,Common Stock,us_500
TSCO,Tractor Supply Company,Consumer Discretionary,NYSE,USD,Common Stock,us_500
TSLA,Tesla Inc.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
TSN,Tyson Foods,Consumer Staples,NYSE,USD,Common Stock,us_500
TT,Trane Technologies plc,Industrials,NYSE,USD,Common Stock,us_500
TTWO,Take-Two Interactive,Communication Services,NYSE,USD,Common Stock,us_500
TWTR,Twitter Inc.,Communication Services,NYSE,USD,Common Stock,us_500
TXN,Texas Instruments,Information Technology,NYSE,USD,Common Stock,us_500
TXT,Textron Inc.,Industrials,NYSE,USD,Common Stock,us_500
TYL,Tyler Technologies,Information Technology,NYSE,USD,Common Stock,us_500
UA,Under Armour (Class C),Consumer Discretionary,NYSE,USD,Common Stock,us_500
UAA,Under Armour (Class A),Consumer Discretionary,NYSE,USD,Common Stock,us_500
UAL,United Airlines Holdings,Industrials,NYSE,USD,Common Stock,us_500
UDR,UDR Inc.,Real Estate,NYSE,USD,Common Stock,us_500
UHS,Universal Health Services,Health Care,NYSE,USD,Common Stock,us_500
ULTA,Ulta Beauty,Consumer Discretionary,NYSE,USD,Common Stock,us_500
UNH,UnitedHealth Group Inc.,Health Care,NYSE,USD,Common Stock,us_500
UNM,Unum Group,Financials,NYSE,USD,Common Stock,us_500
UNP,Union Pacific Corp,Industrials,NYSE,USD,Common Stock,us_500
UPS,United Parcel Service,Industrials,NYSE,USD,Common Stock,us_500
URI,United Rentals Inc.,Industrials,NYSE,USD,Common Stock,us_500
USB,U.S. Bancorp,Financials,NYSE,USD,Common Stock,us_500
V,Visa Inc.,Information Technology,NYSE,USD,Common Stock,us_500
VAR,Varian Medical Systems,Health Care,NYSE,USD,Common Stock,us_500
VFC,VF Corporation,Consumer Discretionary,NYSE,USD,Common Stock,us_500
VIAC,ViacomCBS,Communication Services,NYSE,USD,Common Stock,us_500
VLO,Valero Energy,Energy,NYSE,USD,Common Stock,us_500
VMC,Vulcan Materials,Materials,NYSE,USD,Common Stock,us_500
VNO,Vornado Realty Trust,Real Estate,NYSE,USD,Common Stock,us_500
VNT,Vontier,Information Technology,NYSE,USD,Common Stock,us_500
VRSK,Verisk Analytics,Industrials,NYSE,USD,Common Stock,us_500
VRSN,Verisign Inc.,Information Technology,NYSE,USD,Common Stock,us_500
VRTX,Vertex Pharmaceuticals Inc,Health Care,NYSE,USD,Common Stock,us_500
VTR,Ventas Inc,Real Estate,NYSE,USD,Common Stock,us_500
VTRS,Viatris,Health Care,NYSE,USD,Common Stock,us_500
VZ,Verizon Communications,Communication Services,NYSE,USD,Common Stock,us_500
WAB,Westinghouse Air Brake Technologies Corp,Industrials,NYSE,USD,Common Stock,us_500
WAT,Waters Corporation,Health Care,NYSE,USD,Common Stock,us_500
WBA,Walgreens Boots Alliance,Consumer Staples,NYSE,USD,Common Stock,us_500
WDC,Western Digital,Information Technology,NYSE,USD,Common Stock,us_500
WEC,WEC Energy Group,Utilities,NYSE,USD,Common Stock,us_500
WELL,Welltower Inc.,Real Estate,NYSE,USD,Common Stock,us_500
WFC,Wells Fargo,Financials,NYSE,USD,Common Stock,us_500
WHR,Whirlpool Corp.,Consumer Discretionary,NYSE,USD,Common Stock,us_500
WLTW,Willis Towers Watson,Financials,NYSE,USD,Common Stock,us_500
WM,Waste Management Inc.,Industrials,NYSE,USD,Common Stock,us_500
WMB,Williams Companies,Energy,NYSE,USD,Common Stock,us_500
WMT,Walmart,Consumer Staples,NYSE,USD,Common Stock,us_500
WRB,W. R. Berkley Corporation,Financials,NYSE,USD,Common Stock,us_500
WRK,WestRock,Materials,NYSE,USD,Common Stock,us_500
WST,West Pharmaceutical Services,Health Care,NYSE,USD,Common Stock,us_500
WU,Western Union Co,Information Technology,NYSE,USD,Common Stock,us_500
WY,Weyerhaeuser,Real Estate,NYSE,USD,Common Stock,us_500
WYNN,Wynn Resorts Ltd,Consumer Discretionary,NYSE,USD,Common Stock,us_500
XEL,Xcel Energy Inc,Utilities,NYSE,USD,Common Stock,us_500
XLNX,Xilinx,Information Technology,NYSE,USD,Common Stock,us_500
XOM,Exxon Mobil Corp.,Energy,NYSE,USD,Common Stock,us_500
XRAY,Dentsply Sirona,Health Care,NYSE,USD,Common Stock,us_500
XRX,Xerox,Information Technology,NYSE,USD,Common Stock,us_500
XYL,Xylem Inc.,Industrials,NYSE,USD,Common Stock,us_500
YUM,Yum! Brands Inc,Consumer Discretionary,NYSE,USD,Common Stock,us_500
ZBH,Zimmer Biomet,Health Care,NYSE,USD,Common Stock,us_500
ZBRA,Zebra Technologies,Information Technology,NYSE,USD,Common Stock,us_500
ZION,Zions Bancorp,Financials,NYSE,USD,Common Stock,us_500
ZTS,Zoetis,Health Care,NYSE,USD,Common Stock,us_500
